"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1500000US060371171022","Block Group 2; Census Tract 1171.02; Los Angeles County; California","2576","501",
"1500000US060371172011","Block Group 1; Census Tract 1172.01; Los Angeles County; California","3,500+","***",
"1500000US060371172012","Block Group 2; Census Tract 1172.01; Los Angeles County; California","1175","471",
"1500000US060371172013","Block Group 3; Census Tract 1172.01; Los Angeles County; California","1710","339",
"1500000US060371172021","Block Group 1; Census Tract 1172.02; Los Angeles County; California","620","225",
"1500000US060371172022","Block Group 2; Census Tract 1172.02; Los Angeles County; California","2917","514",
"1500000US060371173011","Block Group 1; Census Tract 1173.01; Los Angeles County; California","3458","373",
"1500000US060371173012","Block Group 2; Census Tract 1173.01; Los Angeles County; California","3,500+","***",
"1500000US060371173013","Block Group 3; Census Tract 1173.01; Los Angeles County; California","-","**",
"1500000US060371173021","Block Group 1; Census Tract 1173.02; Los Angeles County; California","-","**",
"1500000US060371173022","Block Group 2; Census Tract 1173.02; Los Angeles County; California","-","**",
"1500000US060371173023","Block Group 3; Census Tract 1173.02; Los Angeles County; California","-","**",
"1500000US060371173024","Block Group 4; Census Tract 1173.02; Los Angeles County; California","1750","197",
"1500000US060371173031","Block Group 1; Census Tract 1173.03; Los Angeles County; California","1828","806",
"1500000US060371173032","Block Group 2; Census Tract 1173.03; Los Angeles County; California","-","**",
"1500000US060371174041","Block Group 1; Census Tract 1174.04; Los Angeles County; California","3,500+","***",
"1500000US060371174042","Block Group 2; Census Tract 1174.04; Los Angeles County; California","3301","151",
"1500000US060371174043","Block Group 3; Census Tract 1174.04; Los Angeles County; California","3143","1350",
"1500000US060371174051","Block Group 1; Census Tract 1174.05; Los Angeles County; California","1638","246",
"1500000US060371174052","Block Group 2; Census Tract 1174.05; Los Angeles County; California","1505","247",
"1500000US060371174071","Block Group 1; Census Tract 1174.07; Los Angeles County; California","1546","132",
"1500000US060371174072","Block Group 2; Census Tract 1174.07; Los Angeles County; California","1563","118",
"1500000US060371174081","Block Group 1; Census Tract 1174.08; Los Angeles County; California","1500","110",
"1500000US060371175101","Block Group 1; Census Tract 1175.10; Los Angeles County; California","1528","921",
"1500000US060371175102","Block Group 2; Census Tract 1175.10; Los Angeles County; California","2270","526",
"1500000US060371175103","Block Group 3; Census Tract 1175.10; Los Angeles County; California","1984","241",
"1500000US060371175201","Block Group 1; Census Tract 1175.20; Los Angeles County; California","2027","157",
"1500000US060371175202","Block Group 2; Census Tract 1175.20; Los Angeles County; California","1474","129",
"1500000US060371175301","Block Group 1; Census Tract 1175.30; Los Angeles County; California","1256","149",
"1500000US060371175302","Block Group 2; Census Tract 1175.30; Los Angeles County; California","1519","189",
"1500000US060371175303","Block Group 3; Census Tract 1175.30; Los Angeles County; California","1780","139",
"1500000US060371175304","Block Group 4; Census Tract 1175.30; Los Angeles County; California","1618","204",
"1500000US060371190011","Block Group 1; Census Tract 1190.01; Los Angeles County; California","1936","1034",
"1500000US060371190012","Block Group 2; Census Tract 1190.01; Los Angeles County; California","2809","268",
"1500000US060371190031","Block Group 1; Census Tract 1190.03; Los Angeles County; California","1156","651",
"1500000US060371190032","Block Group 2; Census Tract 1190.03; Los Angeles County; California","-","**",
"1500000US060371190033","Block Group 3; Census Tract 1190.03; Los Angeles County; California","1888","641",
"1500000US060371190041","Block Group 1; Census Tract 1190.04; Los Angeles County; California","-","**",
"1500000US060371190042","Block Group 2; Census Tract 1190.04; Los Angeles County; California","1651","566",
"1500000US060371192011","Block Group 1; Census Tract 1192.01; Los Angeles County; California","-","**",
"1500000US060371192012","Block Group 2; Census Tract 1192.01; Los Angeles County; California","2695","88",
"1500000US060371192013","Block Group 3; Census Tract 1192.01; Los Angeles County; California","2567","1402",
"1500000US060371192021","Block Group 1; Census Tract 1192.02; Los Angeles County; California","1453","368",
"1500000US060371192022","Block Group 2; Census Tract 1192.02; Los Angeles County; California","-","**",
"1500000US060371192023","Block Group 3; Census Tract 1192.02; Los Angeles County; California","2221","290",
"1500000US060371193101","Block Group 1; Census Tract 1193.10; Los Angeles County; California","1273","247",
"1500000US060371193102","Block Group 2; Census Tract 1193.10; Los Angeles County; California","1946","844",
"1500000US060371193201","Block Group 1; Census Tract 1193.20; Los Angeles County; California","1587","491",
"1500000US060371193202","Block Group 2; Census Tract 1193.20; Los Angeles County; California","2191","100",
"1500000US060371193203","Block Group 3; Census Tract 1193.20; Los Angeles County; California","2299","104",
"1500000US060371193401","Block Group 1; Census Tract 1193.40; Los Angeles County; California","1456","142",
"1500000US060371193402","Block Group 2; Census Tract 1193.40; Los Angeles County; California","1679","88",
"1500000US060371193411","Block Group 1; Census Tract 1193.41; Los Angeles County; California","1829","139",
"1500000US060371193421","Block Group 1; Census Tract 1193.42; Los Angeles County; California","2016","326",
"1500000US060371193422","Block Group 2; Census Tract 1193.42; Los Angeles County; California","1562","270",
"1500000US060371194001","Block Group 1; Census Tract 1194; Los Angeles County; California","1380","704",
"1500000US060371194002","Block Group 2; Census Tract 1194; Los Angeles County; California","2792","1373",
"1500000US060371194003","Block Group 3; Census Tract 1194; Los Angeles County; California","2520","713",
"1500000US060371197001","Block Group 1; Census Tract 1197; Los Angeles County; California","889","456",
"1500000US060371197002","Block Group 2; Census Tract 1197; Los Angeles County; California","2604","617",
"1500000US060371197003","Block Group 3; Census Tract 1197; Los Angeles County; California","-","**",
"1500000US060371198011","Block Group 1; Census Tract 1198.01; Los Angeles County; California","3,500+","***",
"1500000US060371198012","Block Group 2; Census Tract 1198.01; Los Angeles County; California","2609","1459",
"1500000US060371198021","Block Group 1; Census Tract 1198.02; Los Angeles County; California","1461","233",
"1500000US060371198022","Block Group 2; Census Tract 1198.02; Los Angeles County; California","2434","806",
"1500000US060371199001","Block Group 1; Census Tract 1199; Los Angeles County; California","1860","374",
"1500000US060371199002","Block Group 2; Census Tract 1199; Los Angeles County; California","3205","123",
"1500000US060371199003","Block Group 3; Census Tract 1199; Los Angeles County; California","2143","1133",
"1500000US060371200101","Block Group 1; Census Tract 1200.10; Los Angeles County; California","1492","365",
"1500000US060371200102","Block Group 2; Census Tract 1200.10; Los Angeles County; California","1758","422",
"1500000US060371200201","Block Group 1; Census Tract 1200.20; Los Angeles County; California","1418","117",
"1500000US060371200202","Block Group 2; Census Tract 1200.20; Los Angeles County; California","1474","249",
"1500000US060371200301","Block Group 1; Census Tract 1200.30; Los Angeles County; California","1326","82",
"1500000US060371201031","Block Group 1; Census Tract 1201.03; Los Angeles County; California","1687","225",
"1500000US060371201032","Block Group 2; Census Tract 1201.03; Los Angeles County; California","1441","84",
"1500000US060371201041","Block Group 1; Census Tract 1201.04; Los Angeles County; California","1759","79",
"1500000US060371201051","Block Group 1; Census Tract 1201.05; Los Angeles County; California","1494","381",
"1500000US060371201052","Block Group 2; Census Tract 1201.05; Los Angeles County; California","541","212",
"1500000US060371201061","Block Group 1; Census Tract 1201.06; Los Angeles County; California","1630","161",
"1500000US060371201062","Block Group 2; Census Tract 1201.06; Los Angeles County; California","1408","199",
"1500000US060371201063","Block Group 3; Census Tract 1201.06; Los Angeles County; California","1309","210",
"1500000US060371201071","Block Group 1; Census Tract 1201.07; Los Angeles County; California","1538","183",
"1500000US060371201072","Block Group 2; Census Tract 1201.07; Los Angeles County; California","1509","187",
"1500000US060371201081","Block Group 1; Census Tract 1201.08; Los Angeles County; California","1348","80",
"1500000US060371201082","Block Group 2; Census Tract 1201.08; Los Angeles County; California","1819","152",
"1500000US060371203001","Block Group 1; Census Tract 1203; Los Angeles County; California","-","**",
"1500000US060371203002","Block Group 2; Census Tract 1203; Los Angeles County; California","1198","641",
"1500000US060371203003","Block Group 3; Census Tract 1203; Los Angeles County; California","3151","325",
"1500000US060371203004","Block Group 4; Census Tract 1203; Los Angeles County; California","1383","282",
"1500000US060371204001","Block Group 1; Census Tract 1204; Los Angeles County; California","1461","205",
"1500000US060371204002","Block Group 2; Census Tract 1204; Los Angeles County; California","1873","668",
"1500000US060371204003","Block Group 3; Census Tract 1204; Los Angeles County; California","1510","488",
"1500000US060371210101","Block Group 1; Census Tract 1210.10; Los Angeles County; California","2193","1364",
"1500000US060371210102","Block Group 2; Census Tract 1210.10; Los Angeles County; California","2065","839",
"1500000US060371210103","Block Group 3; Census Tract 1210.10; Los Angeles County; California","1151","81",
"1500000US060371210104","Block Group 4; Census Tract 1210.10; Los Angeles County; California","-","**",
"1500000US060371210201","Block Group 1; Census Tract 1210.20; Los Angeles County; California","1991","619",
"1500000US060371210202","Block Group 2; Census Tract 1210.20; Los Angeles County; California","1570","403",
"1500000US060371211011","Block Group 1; Census Tract 1211.01; Los Angeles County; California","1564","330",
"1500000US060371211012","Block Group 2; Census Tract 1211.01; Los Angeles County; California","1596","141",
"1500000US060371211021","Block Group 1; Census Tract 1211.02; Los Angeles County; California","2058","349",
"1500000US060371211022","Block Group 2; Census Tract 1211.02; Los Angeles County; California","3200","460",
"1500000US060371211023","Block Group 3; Census Tract 1211.02; Los Angeles County; California","1839","1426",
"1500000US060371212101","Block Group 1; Census Tract 1212.10; Los Angeles County; California","1172","142",
"1500000US060371212102","Block Group 2; Census Tract 1212.10; Los Angeles County; California","958","473",
"1500000US060371212211","Block Group 1; Census Tract 1212.21; Los Angeles County; California","2150","1835",
"1500000US060371212212","Block Group 2; Census Tract 1212.21; Los Angeles County; California","1407","31",
"1500000US060371212221","Block Group 1; Census Tract 1212.22; Los Angeles County; California","1838","396",
"1500000US060371212222","Block Group 2; Census Tract 1212.22; Los Angeles County; California","1663","209",
"1500000US060371212223","Block Group 3; Census Tract 1212.22; Los Angeles County; California","877","72",
"1500000US060371216001","Block Group 1; Census Tract 1216; Los Angeles County; California","2275","304",
